shipment_id,origin,destination,carrier,mode,scheduled_departure,scheduled_arrival,distance_km,cargo_value,container_type,customer_tier
SH1011,Port of Tokyo,Port of Hamburg,Swift Logistics,Rail,2026-06-06T08:00:00,2026-06-15T19:00:00,14111,8823713,Standard,Tier 1
SH1012,Port of Rotterdam,Port of Hamburg,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T13:00:00,11089,6574367,Dry Van,Tier 3
SH1013,Port of Hamburg,Port of Shanghai,Apex Cargo,Rail,2026-06-26T08:00:00,2026-06-30T20:00:00,8459,4602538,Reefer,Tier 3
SH1014,Port of Newark,Port of Singapore,Global Trans,Road,2026-06-02T08:00:00,2026-06-02T15:00:00,1064,3149834,Flat Rack,Tier 3
SH1015,Port of Hamburg,Port of Shanghai,Global Trans,Rail,2026-06-22T08:00:00,2026-06-22T14:00:00,850,8036322,Standard,Tier 3
SH1016,Port of Hamburg,Port of Dubai,Swift Logistics,Road,2026-06-01T08:00:00,2026-06-09T01:00:00,13559,7921490,Flat Rack,Tier 3
SH1017,Port of Mumbai,Port of Dubai,Swift Logistics,Road,2026-06-11T08:00:00,2026-06-17T23:00:00,11732,1944420,Reefer,Tier 1
SH1018,Port of Tokyo,Port of Hamburg,Swift Logistics,Ocean,2026-06-25T08:00:00,2026-06-30T14:00:00,9138,602226,Open Top,Tier 3
SH1019,Port of Rotterdam,Port of New York,Atlas Freight,Road,2026-06-10T08:00:00,2026-06-16T19:00:00,11442,9376801,Open Top,Tier 3
SH1020,Port of Hamburg,Port of Mumbai,Global Trans,Air,2026-06-04T08:00:00,2026-06-04T02:00:00,1711,6783214,Reefer,Tier 2
SH1021,Port of Mumbai,Port of New York,Oceanic Link,Road,2026-06-14T08:00:00,2026-06-16T02:00:00,3555,2991616,Dry Van,Tier 2
SH1022,Port of Singapore,Port of London,Apex Cargo,Ocean,2026-06-05T08:00:00,2026-06-15T02:00:00,12109,2105397,Open Top,Tier 1
SH1023,Port of Mumbai,Port of Shanghai,Swift Logistics,Rail,2026-06-15T08:00:00,2026-06-21T22:00:00,9972,905695,Flat Rack,Tier 1
SH1024,Port of Tokyo,Port of London,Swift Logistics,Ocean,2026-06-27T08:00:00,2026-06-30T02:00:00,8501,4116981,Reefer,Tier 2
SH1025,Port of Mumbai,Port of Singapore,Oceanic Link,Road,2026-06-06T08:00:00,2026-06-09T00:00:00,5051,4312663,Standard,Tier 3
SH1026,Port of Hamburg,Port of Sydney,Apex Cargo,Rail,2026-06-18T08:00:00,2026-06-27T01:00:00,13035,8173155,Reefer,Tier 3
SH1027,Port of Shanghai,Port of London,Oceanic Link,Road,2026-06-22T08:00:00,2026-06-25T17:00:00,6285,1784428,Open Top,Tier 1
SH1028,Port of Hamburg,Port of Singapore,Oceanic Link,Rail,2026-06-14T08:00:00,2026-06-14T22:00:00,1347,8672693,Open Top,Tier 1
SH1029,Port of Hamburg,Port of Mumbai,Oceanic Link,Ocean,2026-06-19T08:00:00,2026-06-22T04:00:00,3820,3380263,Flat Rack,Tier 1
SH1030,Port of Shanghai,Port of Dubai,Atlas Freight,Rail,2026-06-26T08:00:00,2026-06-30T00:00:00,11579,8284025,Open Top,Tier 2
SH1031,Port of Mumbai,Port of Dubai,Oceanic Link,Ocean,2026-06-25T08:00:00,2026-06-30T05:00:00,14696,7759824,Reefer,Tier 3
SH1032,Port of Mumbai,Port of New York,Swift Logistics,Air,2026-06-26T08:00:00,2026-06-26T11:00:00,9328,8692873,Flat Rack,Tier 3
SH1033,Port of Singapore,Port of Shanghai,Global Trans,Rail,2026-06-16T08:00:00,2026-06-25T08:00:00,13449,6178420,Open Top,Tier 3
SH1034,Port of Los Angeles,Port of Mumbai,Oceanic Link,Ocean,2026-06-09T08:00:00,2026-06-15T04:00:00,7406,4086480,Flat Rack,Tier 1
SH1035,Port of Tokyo,Port of Dubai,Swift Logistics,Rail,2026-06-13T08:00:00,2026-06-16T20:00:00,5577,620303,Open Top,Tier 1
SH1036,Port of Shanghai,Port of Singapore,Global Trans,Road,2026-06-16T08:00:00,2026-06-17T05:00:00,2059,2710891,Open Top,Tier 3
SH1037,Port of Rotterdam,Port of Mumbai,Swift Logistics,Air,2026-06-11T08:00:00,2026-06-11T17:00:00,13699,2895376,Reefer,Tier 2
SH1038,Port of Hamburg,Port of Sydney,Apex Cargo,Air,2026-06-23T08:00:00,2026-06-23T01:00:00,1598,7989174,Standard,Tier 2
SH1039,Port of Tokyo,Port of Dubai,Swift Logistics,Rail,2026-06-15T08:00:00,2026-06-25T07:00:00,14842,5566825,Standard,Tier 1
SH1040,Port of Singapore,Port of Mumbai,Atlas Freight,Rail,2026-06-13T08:00:00,2026-06-20T19:00:00,11237,1688004,Open Top,Tier 1
SH1041,Port of Shanghai,Port of Sydney,Swift Logistics,Rail,2026-06-19T08:00:00,2026-06-24T21:00:00,8465,1611014,Standard,Tier 3
SH1042,Port of Shanghai,Port of London,Swift Logistics,Air,2026-06-04T08:00:00,2026-06-04T05:00:00,4299,8083651,Flat Rack,Tier 1
SH1043,Port of Los Angeles,Port of Sydney,Atlas Freight,Ocean,2026-06-12T08:00:00,2026-06-18T18:00:00,8133,9152869,Reefer,Tier 3
SH1044,Port of Tokyo,Port of Singapore,Apex Cargo,Air,2026-06-09T08:00:00,2026-06-09T11:00:00,9293,5617248,Open Top,Tier 3
SH1045,Port of Tokyo,Port of New York,Oceanic Link,Ocean,2026-06-26T08:00:00,2026-06-30T23:00:00,7157,1645123,Dry Van,Tier 3
SH1046,Port of Tokyo,Port of Hamburg,Swift Logistics,Rail,2026-06-05T08:00:00,2026-06-06T09:00:00,2037,6751810,Standard,Tier 3
SH1047,Port of Singapore,Port of Sydney,Atlas Freight,Ocean,2026-06-17T08:00:00,2026-06-22T00:00:00,6010,1188422,Open Top,Tier 2
SH1048,Port of Singapore,Port of Hamburg,Global Trans,Road,2026-06-04T08:00:00,2026-06-12T17:00:00,14660,4564153,Standard,Tier 3
SH1049,Port of Los Angeles,Port of Hamburg,Oceanic Link,Air,2026-06-15T08:00:00,2026-06-15T12:00:00,9744,1622732,Reefer,Tier 3
SH1050,Port of Mumbai,Port of Dubai,Apex Cargo,Road,2026-06-12T08:00:00,2026-06-14T15:00:00,4432,7580577,Reefer,Tier 1
SH1051,Port of Tokyo,Port of Shanghai,Swift Logistics,Air,2026-06-13T08:00:00,2026-06-13T13:00:00,10614,5914049,Reefer,Tier 1
SH1052,Port of Singapore,Port of Hamburg,Global Trans,Road,2026-06-14T08:00:00,2026-06-20T02:00:00,10247,3522696,Flat Rack,Tier 2
SH1053,Port of Shanghai,Port of Sydney,Atlas Freight,Ocean,2026-06-05T08:00:00,2026-06-09T06:00:00,5115,2154417,Open Top,Tier 3
SH1054,Port of Tokyo,Port of London,Oceanic Link,Air,2026-06-03T08:00:00,2026-06-03T12:00:00,9747,9508242,Reefer,Tier 2
SH1055,Port of Singapore,Port of Mumbai,Apex Cargo,Air,2026-06-25T08:00:00,2026-06-25T17:00:00,13692,4322513,Dry Van,Tier 3
SH1056,Port of Rotterdam,Port of London,Atlas Freight,Road,2026-06-09T08:00:00,2026-06-15T13:00:00,11050,1026264,Reefer,Tier 1
SH1057,Port of Los Angeles,Port of Shanghai,Atlas Freight,Road,2026-06-05T08:00:00,2026-06-12T16:00:00,12917,6581423,Reefer,Tier 2
SH1058,Port of Singapore,Port of Hamburg,Atlas Freight,Air,2026-06-07T08:00:00,2026-06-07T01:00:00,1267,9020922,Standard,Tier 3
SH1059,Port of Tokyo,Port of New York,Swift Logistics,Ocean,2026-06-21T08:00:00,2026-06-29T12:00:00,10230,8113001,Standard,Tier 3
SH1060,Port of Mumbai,Port of Sydney,Atlas Freight,Air,2026-06-11T08:00:00,2026-06-11T14:00:00,11549,4812315,Standard,Tier 3
SH1061,Port of Tokyo,Port of Hamburg,Global Trans,Air,2026-06-22T08:00:00,2026-06-22T11:00:00,9288,7654323,Open Top,Tier 1
SH1062,Port of Hamburg,Port of Sydney,Global Trans,Road,2026-06-02T08:00:00,2026-06-04T21:00:00,4850,3837132,Open Top,Tier 3
SH1063,Port of Shanghai,Port of Singapore,Oceanic Link,Road,2026-06-08T08:00:00,2026-06-10T21:00:00,4876,1239138,Flat Rack,Tier 2
SH1064,Port of Rotterdam,Port of Singapore,Swift Logistics,Rail,2026-06-18T08:00:00,2026-06-24T00:00:00,8659,2902889,Dry Van,Tier 2
SH1065,Port of Singapore,Port of London,Atlas Freight,Ocean,2026-06-15T08:00:00,2026-06-22T01:00:00,8468,5579554,Flat Rack,Tier 3
SH1066,Port of Newark,Port of Singapore,Global Trans,Rail,2026-06-21T08:00:00,2026-06-24T13:00:00,5119,726935,Flat Rack,Tier 2
SH1067,Port of Hamburg,Port of Mumbai,Global Trans,Ocean,2026-06-01T08:00:00,2026-06-03T22:00:00,3522,7893227,Standard,Tier 3
SH1068,Port of Rotterdam,Port of Hamburg,Global Trans,Ocean,2026-06-26T08:00:00,2026-06-30T21:00:00,9489,6799977,Flat Rack,Tier 3
SH1069,Port of Newark,Port of Mumbai,Oceanic Link,Air,2026-06-24T08:00:00,2026-06-24T15:00:00,12661,7658965,Reefer,Tier 2
SH1070,Port of Singapore,Port of Dubai,Oceanic Link,Rail,2026-06-29T08:00:00,2026-06-30T13:00:00,13775,3956377,Standard,Tier 2
SH1071,Port of Singapore,Port of New York,Global Trans,Road,2026-06-07T08:00:00,2026-06-13T04:00:00,10367,1626845,Dry Van,Tier 1
SH1072,Port of Newark,Port of Hamburg,Oceanic Link,Ocean,2026-06-27T08:00:00,2026-06-30T06:00:00,13512,6757432,Reefer,Tier 3
SH1073,Port of Shanghai,Port of Singapore,Atlas Freight,Air,2026-06-02T08:00:00,2026-06-02T09:00:00,7564,3503708,Reefer,Tier 3
SH1074,Port of Rotterdam,Port of New York,Swift Logistics,Road,2026-06-18T08:00:00,2026-06-24T18:00:00,11371,1114367,Standard,Tier 3
SH1075,Port of Tokyo,Port of Mumbai,Atlas Freight,Rail,2026-06-27T08:00:00,2026-06-30T06:00:00,4728,1655752,Open Top,Tier 3
SH1076,Port of Los Angeles,Port of Singapore,Apex Cargo,Air,2026-06-13T08:00:00,2026-06-13T07:00:00,6143,2204828,Standard,Tier 2
SH1077,Port of Newark,Port of Shanghai,Swift Logistics,Air,2026-06-03T08:00:00,2026-06-03T01:00:00,855,4909382,Reefer,Tier 2
SH1078,Port of Newark,Port of New York,Atlas Freight,Road,2026-06-19T08:00:00,2026-06-20T12:00:00,2524,566394,Reefer,Tier 1
SH1079,Port of Singapore,Port of Shanghai,Global Trans,Air,2026-06-26T08:00:00,2026-06-26T03:00:00,2406,7299127,Reefer,Tier 3
SH1080,Port of Mumbai,Port of Hamburg,Oceanic Link,Ocean,2026-06-23T08:00:00,2026-06-29T19:00:00,8169,1441449,Reefer,Tier 2
SH1081,Port of Hamburg,Port of Mumbai,Oceanic Link,Ocean,2026-06-12T08:00:00,2026-06-16T01:00:00,4878,7954617,Dry Van,Tier 2
SH1082,Port of Los Angeles,Port of Sydney,Apex Cargo,Ocean,2026-06-12T08:00:00,2026-06-14T15:00:00,3186,7271626,Reefer,Tier 3
SH1083,Port of Tokyo,Port of Sydney,Global Trans,Rail,2026-06-11T08:00:00,2026-06-12T23:00:00,2849,1904165,Flat Rack,Tier 2
SH1084,Port of Hamburg,Port of Sydney,Swift Logistics,Ocean,2026-06-14T08:00:00,2026-06-18T15:00:00,5557,414446,Standard,Tier 2
SH1085,Port of Hamburg,Port of Sydney,Atlas Freight,Rail,2026-06-02T08:00:00,2026-06-08T01:00:00,8722,9910225,Standard,Tier 1
SH1086,Port of Tokyo,Port of London,Apex Cargo,Air,2026-06-20T08:00:00,2026-06-20T12:00:00,10104,871939,Flat Rack,Tier 3
SH1087,Port of Tokyo,Port of London,Atlas Freight,Air,2026-06-01T08:00:00,2026-06-01T12:00:00,10252,3982613,Standard,Tier 1
SH1088,Port of Shanghai,Port of Dubai,Apex Cargo,Ocean,2026-06-03T08:00:00,2026-06-13T13:00:00,12671,9970047,Standard,Tier 1
SH1089,Port of Los Angeles,Port of New York,Apex Cargo,Air,2026-06-22T08:00:00,2026-06-22T10:00:00,8457,2654902,Flat Rack,Tier 1
SH1090,Port of Rotterdam,Port of Sydney,Apex Cargo,Rail,2026-06-18T08:00:00,2026-06-19T08:00:00,1938,7917863,Standard,Tier 1
SH1091,Port of Los Angeles,Port of Sydney,Global Trans,Rail,2026-06-25T08:00:00,2026-06-25T13:00:00,831,138780,Flat Rack,Tier 1
SH1092,Port of Mumbai,Port of Singapore,Atlas Freight,Ocean,2026-06-27T08:00:00,2026-06-30T15:00:00,5595,5404993,Reefer,Tier 3
SH1093,Port of Newark,Port of Hamburg,Atlas Freight,Ocean,2026-06-18T08:00:00,2026-06-24T15:00:00,7992,5665829,Standard,Tier 3
SH1094,Port of Shanghai,Port of Hamburg,Atlas Freight,Air,2026-06-18T08:00:00,2026-06-18T16:00:00,13240,9114507,Dry Van,Tier 1
SH1095,Port of Hamburg,Port of Shanghai,Apex Cargo,Air,2026-06-17T08:00:00,2026-06-17T17:00:00,13890,9643264,Standard,Tier 3
SH1096,Port of Tokyo,Port of Mumbai,Swift Logistics,Ocean,2026-06-19T08:00:00,2026-06-21T06:00:00,2733,2338013,Flat Rack,Tier 2
SH1097,Port of Hamburg,Port of Shanghai,Apex Cargo,Air,2026-06-29T08:00:00,2026-06-29T10:00:00,8330,3251824,Reefer,Tier 3
SH1098,Port of Mumbai,Port of Hamburg,Swift Logistics,Road,2026-06-25T08:00:00,2026-06-30T19:00:00,13113,4286258,Flat Rack,Tier 3
SH1099,Port of Los Angeles,Port of Hamburg,Global Trans,Rail,2026-06-29T08:00:00,2026-06-30T11:00:00,6472,3473754,Dry Van,Tier 3
SH1100,Port of Hamburg,Port of Singapore,Oceanic Link,Rail,2026-06-12T08:00:00,2026-06-13T01:00:00,1530,9970226,Reefer,Tier 2
SH1101,Port of Rotterdam,Port of Mumbai,Apex Cargo,Air,2026-06-06T08:00:00,2026-06-06T10:00:00,8606,3350335,Standard,Tier 1
SH1102,Port of Newark,Port of Dubai,Atlas Freight,Ocean,2026-06-03T08:00:00,2026-06-11T03:00:00,9781,9777579,Flat Rack,Tier 1
SH1103,Port of Los Angeles,Port of New York,Oceanic Link,Road,2026-06-15T08:00:00,2026-06-18T04:00:00,5364,8013845,Flat Rack,Tier 3
SH1104,Port of Hamburg,Port of Dubai,Oceanic Link,Air,2026-06-27T08:00:00,2026-06-27T04:00:00,3753,4202109,Reefer,Tier 2
SH1105,Port of Tokyo,Port of London,Global Trans,Rail,2026-06-27T08:00:00,2026-06-30T11:00:00,12183,2917695,Flat Rack,Tier 3
SH1106,Port of Shanghai,Port of Dubai,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T05:00:00,4449,957153,Flat Rack,Tier 3
SH1107,Port of Rotterdam,Port of Shanghai,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T08:00:00,6493,3160997,Dry Van,Tier 2
SH1108,Port of Rotterdam,Port of Dubai,Swift Logistics,Road,2026-06-19T08:00:00,2026-06-26T20:00:00,13220,6779199,Open Top,Tier 3
SH1109,Port of Los Angeles,Port of Singapore,Swift Logistics,Ocean,2026-06-12T08:00:00,2026-06-21T12:00:00,11416,5412204,Reefer,Tier 1
SH1110,Port of Singapore,Port of Sydney,Atlas Freight,Rail,2026-06-11T08:00:00,2026-06-17T04:00:00,8905,2986598,Dry Van,Tier 3
SH1111,Port of Los Angeles,Port of Shanghai,Global Trans,Road,2026-06-23T08:00:00,2026-06-30T09:00:00,12411,4057324,Dry Van,Tier 3
SH1112,Port of Mumbai,Port of Dubai,Global Trans,Road,2026-06-12T08:00:00,2026-06-17T17:00:00,9596,3805490,Dry Van,Tier 3
SH1113,Port of Rotterdam,Port of London,Atlas Freight,Road,2026-06-19T08:00:00,2026-06-19T11:00:00,794,5055332,Reefer,Tier 3
SH1114,Port of Newark,Port of New York,Apex Cargo,Rail,2026-06-05T08:00:00,2026-06-11T07:00:00,9063,1743675,Reefer,Tier 3
SH1115,Port of Los Angeles,Port of Sydney,Oceanic Link,Ocean,2026-06-18T08:00:00,2026-06-22T03:00:00,4966,530674,Flat Rack,Tier 3
SH1116,Port of Shanghai,Port of Dubai,Oceanic Link,Rail,2026-06-14T08:00:00,2026-06-22T01:00:00,11588,2207098,Reefer,Tier 3
SH1117,Port of Rotterdam,Port of Sydney,Atlas Freight,Rail,2026-06-07T08:00:00,2026-06-11T01:00:00,5856,1771742,Flat Rack,Tier 2
SH1118,Port of Mumbai,Port of London,Atlas Freight,Air,2026-06-27T08:00:00,2026-06-27T06:00:00,5572,354543,Dry Van,Tier 1
SH1119,Port of Singapore,Port of London,Global Trans,Rail,2026-06-24T08:00:00,2026-06-25T02:00:00,1570,9430814,Dry Van,Tier 3
SH1120,Port of Shanghai,Port of Hamburg,Atlas Freight,Rail,2026-06-07T08:00:00,2026-06-11T02:00:00,5932,8374458,Open Top,Tier 3
SH1121,Port of Tokyo,Port of London,Global Trans,Road,2026-06-10T08:00:00,2026-06-14T20:00:00,8137,4134457,Dry Van,Tier 3
SH1122,Port of Los Angeles,Port of Dubai,Global Trans,Air,2026-06-21T08:00:00,2026-06-21T03:00:00,3013,1952871,Reefer,Tier 3
SH1123,Port of Newark,Port of Sydney,Swift Logistics,Rail,2026-06-02T08:00:00,2026-06-06T19:00:00,6904,4641901,Reefer,Tier 1
SH1124,Port of Tokyo,Port of Singapore,Atlas Freight,Road,2026-06-04T08:00:00,2026-06-12T17:00:00,14682,1494315,Flat Rack,Tier 1
SH1125,Port of Singapore,Port of Hamburg,Atlas Freight,Rail,2026-06-12T08:00:00,2026-06-16T21:00:00,7052,1935190,Open Top,Tier 1
SH1126,Port of Tokyo,Port of Singapore,Global Trans,Air,2026-06-23T08:00:00,2026-06-23T08:00:00,6535,9872090,Dry Van,Tier 2
SH1127,Port of Hamburg,Port of Shanghai,Global Trans,Air,2026-06-18T08:00:00,2026-06-18T06:00:00,4998,9620361,Standard,Tier 3
SH1128,Port of Shanghai,Port of London,Global Trans,Ocean,2026-06-07T08:00:00,2026-06-19T05:00:00,14695,6846877,Open Top,Tier 3
SH1129,Port of Tokyo,Port of Singapore,Swift Logistics,Rail,2026-06-28T08:00:00,2026-06-30T22:00:00,5693,8177678,Open Top,Tier 3
SH1130,Port of Hamburg,Port of Sydney,Oceanic Link,Rail,2026-06-18T08:00:00,2026-06-25T00:00:00,10109,1485986,Dry Van,Tier 1
SH1131,Port of Rotterdam,Port of Shanghai,Global Trans,Rail,2026-06-12T08:00:00,2026-06-20T17:00:00,12585,1233493,Dry Van,Tier 2
SH1132,Port of Hamburg,Port of Sydney,Global Trans,Ocean,2026-06-05T08:00:00,2026-06-15T02:00:00,12130,4441649,Open Top,Tier 3
SH1133,Port of Mumbai,Port of London,Oceanic Link,Road,2026-06-27T08:00:00,2026-06-30T13:00:00,7673,9246670,Flat Rack,Tier 3
SH1134,Port of Shanghai,Port of Dubai,Atlas Freight,Ocean,2026-06-08T08:00:00,2026-06-15T16:00:00,9201,4311663,Flat Rack,Tier 1
SH1135,Port of Shanghai,Port of Hamburg,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-08T20:00:00,7019,1931397,Open Top,Tier 3
SH1136,Port of Los Angeles,Port of New York,Global Trans,Air,2026-06-14T08:00:00,2026-06-14T12:00:00,9993,7238106,Dry Van,Tier 3
SH1137,Port of Mumbai,Port of Singapore,Apex Cargo,Road,2026-06-12T08:00:00,2026-06-17T09:00:00,9039,707191,Reefer,Tier 3
SH1138,Port of Tokyo,Port of Mumbai,Oceanic Link,Road,2026-06-28T08:00:00,2026-06-30T20:00:00,6497,8038597,Flat Rack,Tier 2
SH1139,Port of Shanghai,Port of London,Apex Cargo,Ocean,2026-06-01T08:00:00,2026-06-02T20:00:00,2221,8449625,Dry Van,Tier 3
SH1140,Port of Los Angeles,Port of Mumbai,Global Trans,Ocean,2026-06-17T08:00:00,2026-06-17T17:00:00,868,7950171,Reefer,Tier 1
SH1141,Port of Shanghai,Port of Dubai,Atlas Freight,Road,2026-06-04T08:00:00,2026-06-10T10:00:00,10792,4074537,Standard,Tier 1
SH1142,Port of Hamburg,Port of Singapore,Atlas Freight,Rail,2026-06-11T08:00:00,2026-06-19T00:00:00,11542,3083932,Open Top,Tier 3
SH1143,Port of Tokyo,Port of Sydney,Atlas Freight,Rail,2026-06-01T08:00:00,2026-06-03T22:00:00,4218,1033061,Flat Rack,Tier 3
SH1144,Port of Singapore,Port of London,Swift Logistics,Road,2026-06-10T08:00:00,2026-06-15T09:00:00,9087,9936726,Dry Van,Tier 3
SH1145,Port of Mumbai,Port of Dubai,Oceanic Link,Ocean,2026-06-12T08:00:00,2026-06-22T22:00:00,13141,7501062,Open Top,Tier 3
SH1146,Port of Shanghai,Port of Hamburg,Apex Cargo,Road,2026-06-08T08:00:00,2026-06-13T20:00:00,9808,537707,Open Top,Tier 2
SH1147,Port of Tokyo,Port of Mumbai,Atlas Freight,Air,2026-06-16T08:00:00,2026-06-16T17:00:00,13951,9370804,Standard,Tier 1
SH1148,Port of Mumbai,Port of Sydney,Oceanic Link,Ocean,2026-06-11T08:00:00,2026-06-12T06:00:00,1514,3387013,Flat Rack,Tier 1
SH1149,Port of Shanghai,Port of Dubai,Swift Logistics,Road,2026-06-07T08:00:00,2026-06-09T17:00:00,4570,2382127,Dry Van,Tier 3
SH1150,Port of Hamburg,Port of Shanghai,Global Trans,Air,2026-06-17T08:00:00,2026-06-17T01:00:00,891,3082115,Dry Van,Tier 3
SH1151,Port of Singapore,Port of Sydney,Swift Logistics,Rail,2026-06-27T08:00:00,2026-06-28T03:00:00,1659,3393867,Reefer,Tier 2
SH1152,Port of Mumbai,Port of New York,Global Trans,Rail,2026-06-08T08:00:00,2026-06-12T23:00:00,7171,5068768,Dry Van,Tier 3
SH1153,Port of Mumbai,Port of Singapore,Apex Cargo,Ocean,2026-06-28T08:00:00,2026-06-30T08:00:00,5212,8691123,Reefer,Tier 2
SH1154,Port of Los Angeles,Port of Singapore,Oceanic Link,Road,2026-06-15T08:00:00,2026-06-22T23:00:00,13372,6453679,Standard,Tier 3
SH1155,Port of Newark,Port of New York,Global Trans,Rail,2026-06-24T08:00:00,2026-06-30T11:00:00,12190,2560963,Dry Van,Tier 2
SH1156,Port of Mumbai,Port of Hamburg,Apex Cargo,Air,2026-06-26T08:00:00,2026-06-26T05:00:00,4227,5306583,Standard,Tier 2
SH1157,Port of Los Angeles,Port of New York,Swift Logistics,Air,2026-06-20T08:00:00,2026-06-20T09:00:00,7339,5695812,Open Top,Tier 3
SH1158,Port of Hamburg,Port of Shanghai,Oceanic Link,Air,2026-06-14T08:00:00,2026-06-14T05:00:00,4270,9455391,Dry Van,Tier 3
SH1159,Port of Tokyo,Port of London,Global Trans,Air,2026-06-02T08:00:00,2026-06-02T03:00:00,2409,5635056,Dry Van,Tier 3
SH1160,Port of Singapore,Port of Shanghai,Global Trans,Ocean,2026-06-27T08:00:00,2026-06-29T23:00:00,3561,1782141,Standard,Tier 3
SH1161,Port of Mumbai,Port of London,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-04T07:00:00,1567,1684461,Standard,Tier 3
SH1162,Port of Los Angeles,Port of Shanghai,Global Trans,Ocean,2026-06-17T08:00:00,2026-06-20T01:00:00,3679,4946986,Dry Van,Tier 2
SH1163,Port of Los Angeles,Port of Singapore,Global Trans,Road,2026-06-02T08:00:00,2026-06-06T11:00:00,7513,884938,Standard,Tier 3
SH1164,Port of Los Angeles,Port of London,Oceanic Link,Rail,2026-06-19T08:00:00,2026-06-25T15:00:00,9563,3631877,Open Top,Tier 1
SH1165,Port of Rotterdam,Port of Hamburg,Apex Cargo,Road,2026-06-11T08:00:00,2026-06-13T07:00:00,3891,9647010,Reefer,Tier 2
SH1166,Port of Tokyo,Port of Shanghai,Oceanic Link,Ocean,2026-06-21T08:00:00,2026-06-30T06:00:00,11135,8859609,Standard,Tier 2
SH1167,Port of Hamburg,Port of London,Oceanic Link,Road,2026-06-07T08:00:00,2026-06-08T21:00:00,3186,3818553,Standard,Tier 3
SH1168,Port of Shanghai,Port of Singapore,Global Trans,Rail,2026-06-04T08:00:00,2026-06-08T14:00:00,6654,3526808,Open Top,Tier 3
SH1169,Port of Los Angeles,Port of Sydney,Oceanic Link,Ocean,2026-06-24T08:00:00,2026-06-25T17:00:00,2058,5264802,Reefer,Tier 3
SH1170,Port of Newark,Port of Mumbai,Atlas Freight,Air,2026-06-13T08:00:00,2026-06-13T12:00:00,10170,4485786,Flat Rack,Tier 2
SH1171,Port of Tokyo,Port of Hamburg,Oceanic Link,Road,2026-06-29T08:00:00,2026-06-30T02:00:00,10261,9989139,Dry Van,Tier 2
SH1172,Port of Newark,Port of Singapore,Apex Cargo,Ocean,2026-06-06T08:00:00,2026-06-16T07:00:00,12356,5975803,Open Top,Tier 3
SH1173,Port of Newark,Port of London,Apex Cargo,Air,2026-06-25T08:00:00,2026-06-25T15:00:00,12060,9604634,Flat Rack,Tier 2
SH1174,Port of Tokyo,Port of Dubai,Swift Logistics,Ocean,2026-06-17T08:00:00,2026-06-17T17:00:00,858,6511202,Open Top,Tier 1
SH1175,Port of Shanghai,Port of London,Apex Cargo,Rail,2026-06-19T08:00:00,2026-06-24T04:00:00,7441,817128,Standard,Tier 3
SH1176,Port of Mumbai,Port of Dubai,Global Trans,Rail,2026-06-20T08:00:00,2026-06-23T06:00:00,4734,8955184,Standard,Tier 3
SH1177,Port of Shanghai,Port of Sydney,Swift Logistics,Air,2026-06-14T08:00:00,2026-06-14T10:00:00,8668,8969757,Dry Van,Tier 3
SH1178,Port of Hamburg,Port of London,Apex Cargo,Air,2026-06-05T08:00:00,2026-06-05T06:00:00,5416,991208,Reefer,Tier 3
SH1179,Port of Los Angeles,Port of Sydney,Atlas Freight,Ocean,2026-06-07T08:00:00,2026-06-08T00:00:00,1216,5657414,Standard,Tier 3
SH1180,Port of Los Angeles,Port of Mumbai,Atlas Freight,Ocean,2026-06-08T08:00:00,2026-06-15T08:00:00,8840,9127805,Open Top,Tier 2
SH1181,Port of Newark,Port of Dubai,Oceanic Link,Road,2026-06-22T08:00:00,2026-06-26T14:00:00,7733,5556126,Open Top,Tier 3
SH1182,Port of Mumbai,Port of Hamburg,Swift Logistics,Ocean,2026-06-24T08:00:00,2026-06-30T06:00:00,14712,6282474,Standard,Tier 2
SH1183,Port of Rotterdam,Port of Singapore,Swift Logistics,Road,2026-06-29T08:00:00,2026-06-30T05:00:00,12132,1400093,Open Top,Tier 2
SH1184,Port of Rotterdam,Port of Mumbai,Oceanic Link,Ocean,2026-06-02T08:00:00,2026-06-02T11:00:00,556,5805327,Dry Van,Tier 3
SH1185,Port of Singapore,Port of Hamburg,Swift Logistics,Rail,2026-06-23T08:00:00,2026-06-27T22:00:00,7097,5045427,Open Top,Tier 2
SH1186,Port of Rotterdam,Port of Hamburg,Oceanic Link,Ocean,2026-06-22T08:00:00,2026-06-23T02:00:00,1304,5137365,Standard,Tier 1
SH1187,Port of Shanghai,Port of Mumbai,Apex Cargo,Road,2026-06-06T08:00:00,2026-06-10T11:00:00,7501,7172887,Dry Van,Tier 2
SH1188,Port of Hamburg,Port of Singapore,Swift Logistics,Air,2026-06-06T08:00:00,2026-06-06T04:00:00,3764,8444043,Open Top,Tier 2
SH1189,Port of Rotterdam,Port of Sydney,Global Trans,Air,2026-06-01T08:00:00,2026-06-01T01:00:00,1050,2677014,Dry Van,Tier 3
SH1190,Port of Hamburg,Port of Dubai,Oceanic Link,Air,2026-06-23T08:00:00,2026-06-23T16:00:00,12971,8903143,Standard,Tier 3
